AK Plant ID,eia_plant_id,PCE reporting ID,plant_name,OPERATOR_AK_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,combined_heat_power,Grid Primary voltage (kV),Grid Primary voltage 2 (kV),Phases,Latitude,longitude,Notes
P195,NA,332190,Lime Village,AK-OP-054,NA,Lime Village Electric Utility,141-0000,Lime Village_grid,FALSE,NA,NA,NA,61.35639,-155.43556,NA
P197,58989,NA,Eklutna Generation Station,AK-OP-107,11824,Matanuska Electric Association,215-1985,Railbelt_grid,FALSE,115,NA,3,61.457778,-149.351389,NA
P102,77,NA,Eklutna Hydro Project,AK-OP-175,NA,Municipality of Anchorage d/b/a Anchorage Hydropower,215-1985,Railbelt_grid,FALSE,115,NA,3,61.475211,-149.15009,NA
P119,NA,331890,Chitina,AK-OP-024,NA,Chitina Electric Inc,105-0000,Chitina_grid,TRUE,7.2,NA,3,61.51583,-144.43694,NA
P49,6311,331280,Chevak,AK-OP-006,221,Alaska Village Electric Cooperative,040-0000,Chevak_grid,TRUE,12.5,NA,3,61.525297,-165.590152,NA
P77,57054,331720,Upper Kalskag,AK-OP-006,221,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,FALSE,13.47,NA,3,61.526858,-160.348128,NA
P53,6319,331360,Hooper Bay,AK-OP-006,221,Alaska Village Electric Cooperative,050-0000,Hooper Bay_grid,TRUE,12.5,NA,3,61.530858,-166.101944,NA
P202,NA,332230,Chuathbaluk,AK-OP-058,NA,Middle Kuskokwim Electric,144-0000,Chuathbaluk_grid,FALSE,7.2,NA,3,61.57194,-159.245,NA
P105,7182,331760,Aniak,AK-OP-009,4959,Aniak Light & Power,093-0000,Aniak_grid,FALSE,2.4,NA,3,61.580678,-159.535643,NA
P235,66887,NA,Houston Solar,AK-OP-151,65807,"Energy 49, LLC",215-1985,Railbelt_grid,FALSE,24.9,NA,3,61.59,-149.79,NA
P205,NA,332260,Sleetmute,AK-OP-058,NA,Middle Kuskokwim Electric,147-0000,Sleetmute_grid,TRUE,7.2,NA,3,61.7025,-157.16972,NA
P204,NA,332250,Red Devil,AK-OP-058,NA,Middle Kuskokwim Electric,146-0000,Red Devil_grid,FALSE,7.2,NA,NA,61.76111,-157.3125,NA
P206,NA,332270,Stony River,AK-OP-058,NA,Middle Kuskokwim Electric,148-0000,Stony River_grid,TRUE,7.2,NA,3,61.78306,-156.58806,NA
P93,7049,331580,Russian Mission,AK-OP-006,221,Alaska Village Electric Cooperative,072-0000,Russian Mission_grid,TRUE,7.2,NA,3,61.785,-161.32028,NA
P69,6342,331600,Scammon Bay,AK-OP-006,221,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,TRUE,13.47,NA,3,61.843036,-165.581497,NA
P69,57056,331600,Scammon Bay,AK-OP-006,221,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,TRUE,13.47,NA,3,61.843036,-165.581497,NA
P203,NA,332240,Crooked Creek,AK-OP-058,NA,Middle Kuskokwim Electric,145-0000,Crooked Creek_grid,TRUE,7.2,NA,3,61.87,-158.11083,NA
P59,6326,331440,Marshall,AK-OP-006,221,Alaska Village Electric Cooperative,061-0000,Marshall_grid,TRUE,12.5,NA,3,61.878186,-162.085147,NA
P59,60244,331440,Marshall,AK-OP-006,221,Alaska Village Electric Cooperative,061-0000,Marshall_grid,TRUE,12.5,NA,3,61.878186,-162.085147,NA
P65,6335,331550,Pilot Station,AK-OP-006,221,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,TRUE,13.47,NA,3,61.936456,-162.880706,NA
P65,57058,331550,Pilot Station,AK-OP-006,221,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,TRUE,13.47,NA,3,61.936456,-162.880706,NA
P67,6338,331660,Saint Mary's,AK-OP-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,TRUE,12.5,NA,3,62.051525,-163.172567,NA
P60,6329,331470,Mountain Village,AK-OP-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,FALSE,12.5,NA,3,62.085569,-163.729072,NA
P127,6305,NA,Glennallen,AK-OP-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,FALSE,138,14.4,3,62.110415,-145.532529,NA
P84,6318,331350,Holy Cross,AK-OP-006,221,Alaska Village Electric Cooperative,049-0000,Holy Cross_grid,FALSE,7.2,NA,3,62.19944,-159.77139,NA
P223,NA,332420,Nunam Iqua,AK-OP-068,NA,Nunam Iqua Electric Company,167-0000,Nunam Iqua_grid,TRUE,7.2,NA,3,62.53361,-164.84111,NA
P32,7332,331070,Chistochina,AK-OP-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,FALSE,7.2,NA,NA,62.565,-144.66472,NA
P27,61685,331195,Slana Generating Station,AK-OP-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,TRUE,12.47,NA,3,62.592756,-143.588869,NA
P79,6310,331260,Anvik,AK-OP-006,221,Alaska Village Electric Cooperative,036-0000,Anvik_grid,TRUE,7.2,NA,3,62.65611,-160.20667,NA
P94,6343,331620,Shageluk,AK-OP-006,221,Alaska Village Electric Cooperative,079-0000,Shageluk_grid,FALSE,7.2,NA,1,62.68222,-159.56194,NA
P45,6308,331240,Alakanuk,AK-OP-006,221,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,FALSE,13.47,NA,3,62.6833,-164.6544,NA
P45,57053,331240,Alakanuk,AK-OP-006,221,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,FALSE,13.47,NA,3,62.6833,-164.6544,NA
P51,6314,331310,Emmonak,AK-OP-006,221,Alaska Village Electric Cooperative,045-0000,Emmonak_grid,TRUE,12.5,NA,3,62.777694,-164.531517,NA
P83,6317,331340,Grayling,AK-OP-006,221,Alaska Village Electric Cooperative,048-0000,Grayling_grid,FALSE,7.2,NA,0,62.90361,-160.06472,NA
P38,7341,331160,Mentasta Lake,AK-OP-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,FALSE,NA,NA,3,62.93155,-143.79273,NA
P198,6555,332220,McGrath,AK-OP-057,12119,Mcgrath Light & Power,143-0000,McGrath_grid,TRUE,2.4,NA,3,62.95699,-155.594997,NA
P25,7169,331180,Northway,AK-OP-005,219,Alaska Power & Telephone Company,012-0000,Northway_grid,FALSE,14.4,NA,NA,62.9617,-141.9372,NA
P247,NA,332580,Takotna,AK-OP-084,NA,Takotna Community Assoc Inc,182-0000,Takotna_grid,FALSE,7.2,NA,3,62.98861,-156.06417,NA
P57,57064,332120,Kotlik,AK-OP-006,221,Alaska Village Electric Cooperative,059-0000,Kotlik_grid,TRUE,13.47,NA,3,63.03215,-163.553106,NA
P39,7371,331200,Tetlin,AK-OP-005,219,Alaska Power & Telephone Company,015-2008,Tok_grid,FALSE,NA,NA,3,63.13722,-142.51611,NA
P44,60814,NA,7-Mile Ridge Wind Project,AK-OP-005,219,Alaska Power & Telephone Company,NA,NA,NA,NA,NA,NA,63.210689,-143.247156,Proposed
P29,406,331220,Tok,AK-OP-005,219,Alaska Power & Telephone Company,015-2008,Tok_grid,FALSE,12.47,NA,3,63.33552,-142.99997,NA
P73,6339,331670,Saint Michael,AK-OP-006,221,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,FALSE,13.47,NA,3,63.4775,-162.0383,NA
P73,57061,331670,Saint Michael,AK-OP-006,221,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,FALSE,13.47,NA,3,63.4775,-162.0383,NA
P74,6347,331680,Stebbins,AK-OP-006,221,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,TRUE,13.47,NA,3,63.521047,-162.286322,NA
P74,57055,331680,Stebbins,AK-OP-006,221,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,TRUE,13.47,NA,3,63.521047,-162.286322,NA
P68,6340,331590,Savoonga,AK-OP-006,221,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,TRUE,13.47,NA,3,63.695267,-170.475661,NA
P68,57052,331590,Savoonga,AK-OP-006,221,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,TRUE,13.47,NA,3,63.695267,-170.475661,NA
P52,6315,331320,Gambell,AK-OP-006,221,Alaska Village Electric Cooperative,046-0000,Gambell_grid,TRUE,13.47,NA,3,63.777058,-171.712439,NA
P52,57062,331320,Gambell,AK-OP-006,221,Alaska Village Electric Cooperative,046-0000,Gambell_grid,TRUE,13.47,NA,3,63.777058,-171.712439,NA
P150,6288,NA,Healy,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,138,NA,3,63.8542,-148.95,NA
P262,6299,332850,Unalakleet,AK-OP-098,40548,Unalakleet Valley Electric Cooperative,194-0000,Unalakleet_grid,TRUE,4,NA,3,63.876789,-160.790414,NA
P136,54834,NA,Fort Greely Power Plant,AK-OP-116,19272,Doyon Utilities Fort Greely,215-1985,Railbelt_grid,FALSE,14.4,NA,3,63.973572,-145.716581,NA
P14,58511,NA,Delta Wind Farm,AK-OP-113,58488,Alaska Environmental Power LLC,215-1985,Railbelt_grid,FALSE,25,NA,3,64.013889,-145.596667,NA
P36,7506,331130,Healy Lake,AK-OP-005,219,Alaska Power & Telephone Company,011-0000,Healy Lake_grid,FALSE,2.4,NA,1,64.02689,-144.66162,NA
P147,56325,NA,Delta Power,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,138,NA,3,64.028056,-145.719444,NA
P148,57935,NA,Eva Creek Wind,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,138,NA,3,64.058333,-148.9,NA
P86,6322,331380,Kaltag,AK-OP-006,221,Alaska Village Electric Cooperative,054-0000,Kaltag_grid,TRUE,7.2,NA,3,64.32722,-158.72194,NA
P95,6344,331630,Shaktoolik,AK-OP-006,221,Alaska Village Electric Cooperative,080-0000,Shaktoolik_grid,TRUE,7.2,NA,3,64.33389,-161.15389,NA
P215,90,332340,Snake River,AK-OP-066,13642,Nome Joint Utility Systems,159-0000,Nome_grid,FALSE,4,NA,3,64.505331,-165.429814,NA
P153,NA,332000,Golovin,AK-OP-035,NA,Golovin Power Utilities,117-0000,Golovin_grid,TRUE,7.2,NA,3,64.54333,-163.02917,NA
P50,6313,331300,Elim,AK-OP-006,221,Alaska Village Electric Cooperative,043-0000,Elim_grid,FALSE,13.47,NA,3,64.616558,-162.263717,NA
P50,57060,331300,Elim,AK-OP-006,221,Alaska Village Electric Cooperative,043-0000,Elim_grid,FALSE,13.47,NA,3,64.616558,-162.263717,NA
P268,50392,NA,Eielson AFB Central Heat & Power Plant,AK-OP-120,22199,US Air Force Eielson AFB,215-1985,Railbelt_grid,TRUE,7.2,NA,3,64.67141,-147.075988,NA
P272,NA,332890,White Mountain,AK-OP-101,NA,"White Mountain, City of",198-0000,WhiteMountain_grid,TRUE,7.2,NA,3,64.68139,-163.40556,NA
P90,6332,331520,Nulato,AK-OP-006,221,Alaska Village Electric Cooperative,068-0000,Nulato_grid,FALSE,7.2,NA,3,64.71944,-158.10306,NA
P151,6285,NA,North Pole,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,138,NA,3,64.7356,-147.3481,NA
P236,NA,332530,Ruby,AK-OP-080,NA,"Ruby, City of",178-0000,Ruby_grid,TRUE,7.2,NA,3,64.73944,-155.48694,NA
P144,7437,331990,Galena Electric Utility,AK-OP-033,6915,"Galena, City of",115-0000,Galena_grid,FALSE,4.16,NA,3,64.74417,-156.8736,NA
P34,7375,331110,Eagle,AK-OP-005,219,Alaska Power & Telephone Company,009-0000,Eagle_grid,TRUE,7.2,NA,3,64.78806,-141.2,NA
P146,57583,NA,Battery Energy Storage System,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,138,NA,3,64.8167,-147.725,NA
P137,50308,NA,Utility Plants Section,AK-OP-118,56389,Doyon Utilities Fort Wainwright,215-1985,Railbelt_grid,TRUE,138,NA,3,64.825601,-147.648627,NA
P109,79,NA,Aurora Energy LLC Chena,AK-OP-114,986,Aurora Energy LLC Chena,215-1985,Railbelt_grid,TRUE,12.5,NA,3,64.847743,-147.735063,NA
P149,6286,NA,Fairbanks,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,69,NA,3,64.854171,-147.719351,NA
P267,50711,NA,University of Alaska Fairbanks,AK-OP-127,19511,University of Alaska,215-1985,Railbelt_grid,TRUE,69,NA,3,64.854171,-147.822075,NA
P190,NA,332140,Koyukuk,AK-OP-049,NA,"Koyukuk, City of",136-0000,Koyukuk_grid,TRUE,7.2,NA,3,64.88093,-157.70103,NA
P58,6325,331420,Koyuk,AK-OP-006,221,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,TRUE,13.47,NA,3,64.932089,-161.167103,NA
P58,57059,331420,Koyuk,AK-OP-006,221,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,TRUE,13.47,NA,3,64.932089,-161.167103,NA
P253,7171,332200,Manley,NA,11591,Manley Utility Co Inc,188-0000,Manley Hot Springs_grid,TRUE,7.2,NA,3,65.00111,-150.63389,NA
P253,NA,332200,Manley Hot Springs,AK-OP-090,NA,TDX Manley Generating LLC,188-0000,Manley Hot Springs_grid,TRUE,7.2,NA,3,65.00111,-150.63389,NA
P88,6328,331460,Minto,AK-OP-006,221,Alaska Village Electric Cooperative,063-0000,Minto_grid,TRUE,7.2,NA,3,65.15333,-149.33694,NA
P249,NA,332600,Tanana,AK-OP-086,NA,Tanana Power Company Inc,184-0000,Tanana_grid,TRUE,2.4,NA,3,65.17194,-152.07889,NA
P96,NA,331685,Teller,AK-OP-006,221,Alaska Village Electric Cooperative,085-0000,Teller_grid,FALSE,7.2,NA,3,65.26361,-166.36083,NA
P96,NA,332620,Teller,AK-OP-006,221,Alaska Village Electric Cooperative,085-0000,Teller_grid,FALSE,7.2,NA,3,65.26361,-166.36083,NA
P48,7374,331270,Brevig Mission,AK-OP-006,221,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,FALSE,12.5,NA,3,65.331716,-166.479506,NA
P48,60260,331270,Brevig Mission,AK-OP-006,221,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,FALSE,12.5,NA,3,65.331716,-166.479506,NA
P234,NA,332520,Rampart,AK-OP-079,NA,Rampart Village Council,177-0000,Rampart_grid,FALSE,7.2,NA,3,65.505,-150.17,NA
P145,NA,331830,Central,AK-OP-139,NA,Gold Country Energy,116-0000,Central_grid,TRUE,7.2,NA,3,65.5725,-144.80306,NA
P98,6351,331730,Wales,AK-OP-006,221,Alaska Village Electric Cooperative,090-0000,Wales_grid,FALSE,7.2,NA,3,65.60917,-168.0875,NA
P85,6320,331370,Huslia,AK-OP-006,221,Alaska Village Electric Cooperative,051-0000,Huslia_grid,TRUE,7.2,NA,3,65.69861,-156.39972,NA
P135,NA,331930,Diomede,AK-OP-028,NA,Diomede Joint Utilities,110-0000,Diomede_grid,FALSE,0.48,NA,3,65.758611,-168.953056,NA
P124,NA,331900,Circle,AK-OP-025,NA,Circle Electric Utility,106-0000,Circle_grid,FALSE,2.4,NA,3,65.82556,-144.06056,NA
P113,NA,331820,Buckland,AK-OP-016,NA,"Buckland, City of",099-0000,Buckland_grid,TRUE,7.2,NA,3,65.97972,-161.12306,NA
P246,NA,332570,Stevens Village,AK-OP-081,NA,Stevens Village Ira Council,181-0000,Stevens Village_grid,TRUE,7.2,NA,3,66.00639,-149.09083,NA
P160,NA,332030,Hughes,AK-OP-038,NA,Hughes Power & Light,120-0000,Hughes_grid,TRUE,7.2,NA,3,66.04889,-154.25556,NA
P169,NA,332060,Deering,AK-OP-042,NA,Ipnatchiaq Electric Company,130-0000,Deering_grid,TRUE,7.2,NA,3,66.07497,-162.71274,NA
P71,6345,331640,Shishmaref,AK-OP-006,221,Alaska Village Electric Cooperative,081-0000,Shishmaref_grid,FALSE,12.5,NA,3,66.255072,-166.073589,NA
P112,NA,331810,Birch Creek,AK-OP-015,NA,Birch Creek Electric Company,098-0000,Birch Creek_grid,FALSE,7.2,NA,NA,66.25619,-145.84967,NA
P111,NA,331790,Beaver,AK-OP-013,NA,Beaver Joint Utilities,097-0000,Beaver_grid,TRUE,7.2,NA,3,66.35944,-147.39639,NA
P30,7750,331050,Allakaket,AK-OP-005,219,Alaska Power & Telephone Company,005-0000,Allakaket_grid,TRUE,7.2,NA,NA,66.56261,-152.64756,NA
P154,7174,332020,Gwitchyaa Zhee,AK-OP-037,7833,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,TRUE,4.16,NA,3,66.566287,-145.253052,NA
P70,6341,331610,Selawik,AK-OP-006,221,Alaska Village Electric Cooperative,078-0000,Selawik_grid,TRUE,12.5,NA,3,66.606778,-160.014808,NA
P114,NA,331840,Chalkyitsik,AK-OP-019,NA,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,TRUE,7.2,NA,3,66.65444,-143.72222,NA
P63,6330,331510,Noorvik,AK-OP-006,221,Alaska Village Electric Cooperative,067-0000,Noorvik_grid,TRUE,12.5,NA,3,66.834519,-161.038717,NA
P189,6304,332130,Kotzebue,AK-OP-048,10451,Kotzebue Electric Association,135-0000,Kotzebue_grid,TRUE,7.2,NA,3,66.837778,-162.556944,NA
P72,6346,331650,Shungnak,AK-OP-006,221,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,TRUE,13.47,NA,3,66.888114,-157.140206,NA
P72,57063,331650,Shungnak,AK-OP-006,221,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,TRUE,13.47,NA,3,66.888114,-157.140206,NA
P31,7176,331060,Bettles,AK-OP-005,219,Alaska Power & Telephone Company,007-0000,Bettles_grid,FALSE,2.4,NA,3,66.91788,-151.51513,NA
P55,6323,331400,Kiana,AK-OP-006,221,Alaska Village Electric Cooperative,057-0000,Kiana_grid,TRUE,12.5,NA,3,66.973889,-160.428592,NA
P270,NA,332880,Venetie,AK-OP-100,NA,Venetie Village Electric,197-0000,Venetie_grid,TRUE,7.2,NA,3,67.01389,-146.41861,NA
P46,6556,331250,Ambler,AK-OP-006,221,Alaska Village Electric Cooperative,035-0000,Ambler_grid,TRUE,12.5,NA,3,67.08798,-157.856719,NA
P46,60243,331250,Ambler,AK-OP-006,221,Alaska Village Electric Cooperative,035-0000,Ambler_grid,TRUE,12.5,NA,3,67.08798,-157.856719,NA
P62,6331,331500,Noatak,AK-OP-006,221,Alaska Village Electric Cooperative,066-0000,Noatak_grid,TRUE,13.47,NA,3,67.570931,-162.965728,NA
P62,57051,331500,Noatak,AK-OP-006,221,Alaska Village Electric Cooperative,066-0000,Noatak_grid,TRUE,13.47,NA,3,67.570931,-162.965728,NA
P56,6324,331410,Kivalina,AK-OP-006,221,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,TRUE,13.47,NA,3,67.726644,-164.538447,NA
P56,57065,331410,Kivalina,AK-OP-006,221,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,TRUE,13.47,NA,3,67.726644,-164.538447,NA
P216,7487,332350,Anaktuvuk Pass,AK-OP-067,26616,North Slope Borough Power & Light,160-0000,Anaktuvuk Pass_grid,FALSE,4.16,NA,3,68.13795,-151.741017,NA
P220,7485,332390,Point Hope,AK-OP-067,26616,North Slope Borough Power & Light,164-0000,Point Hope_grid,TRUE,4.16,NA,3,68.348424,-166.737211,NA
P221,7486,332400,Point Lay,AK-OP-067,26616,North Slope Borough Power & Light,165-0000,Point Lay_grid,TRUE,4.16,NA,3,69.740833,-163.005833,NA
P218,7483,332370,Kaktovik,AK-OP-067,26616,North Slope Borough Power & Light,162-0000,Kaktovik_grid,FALSE,4.16,NA,3,70.125617,-143.619033,NA
P255,58117,NA,TNSG South Plant,AK-OP-117,19277,TDX North Slope Generating Company,224_0000,Deadhorse_grid,FALSE,12.47,4.16,3,70.2,-148.466667,NA
P219,7484,332380,Nuiqsut,AK-OP-067,26616,North Slope Borough Power & Light,163-0000,Nuiqsut_grid,FALSE,4.16,NA,3,70.220565,-150.993492,NA
P254,58278,NA,TNSG North Plant,AK-OP-117,19277,TDX North Slope Generating Company,224_0000,Deadhorse_grid,FALSE,12.47,4.16,3,70.235278,-148.383611,NA
P217,7482,332360,Atqasuk,AK-OP-067,26616,North Slope Borough Power & Light,161-0000,Atqasuk_grid,FALSE,4.16,NA,3,70.4826,-157.4252,NA
P222,7488,332410,Wainwright,AK-OP-067,26616,North Slope Borough Power & Light,166-0000,Wainwright_grid,TRUE,12.47,NA,3,70.642877,-160.020461,NA
P110,7173,NA,Barrow,AK-OP-134,1276,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,FALSE,4.16,NA,3,71.292,-156.7786,NA
P37,7249,331140,Hollis,AK-OP-005,219,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,FALSE,2.4,NA,3,55.4907236107094,-132.661800976245,NA
P81,NA,331950,Ekwok,AK-OP-006,221,Alaska Village Electric Cooperative,208-0000,Ekwok_grid,FALSE,7.2,NA,3,59.3465009487317,-157.4800095591,NA
P92,NA,331560,Pitkas Point,AK-OP-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,FALSE,7.2,NA,NA,NA,NA,NA
P99,6321,331430,Lower Kalskag,AK-OP-006,221,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,FALSE,NA,NA,3,NA,NA,NA
P106,NA,331770,Arctic Village,AK-OP-010,NA,Arctic Village Electric Company,094-0000,Arctic Village_grid,TRUE,7.2,NA,3,68.1211772033847,-145.569789621621,NA
P117,NA,331880,Chignik Lake,AK-OP-022,NA,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,TRUE,7.2,NA,3,56.2534083888044,-158.763900739448,NA
P118,NA,331860,Chignik Bay,AK-OP-021,NA,"Chignik, City of",104-0000,Chignik_grid,TRUE,7.2,NA,3,56.2950315450438,-158.388352783466,NA
P125,NA,331910,Clark's Point,AK-OP-026,NA,"Clark's Point, City of",107-0000,Clark's Point_grid,TRUE,7.2,NA,3,58.8318473223322,-158.544725771833,NA
P179,NA,332090,Kobuk,AK-OP-045,NA,Kobuk Valley Electric Company,149-1980,Shungnak_grid,FALSE,7.2,NA,3,66.9066498426536,-156.882397358049,NA
P208,NA,332290,Napakiak,AK-OP-060,NA,Napakiak Ircinraq,034-1988,Bethel_grid,FALSE,7.2,NA,3,60.693487956253,-161.972590383694,NA
P214,NA,332330,Nikolai,AK-OP-065,NA,"Nikolai, City of",158-0000,Nikolai_grid,FALSE,7.2,NA,3,63.0107315967436,-154.383374641312,NA
P269,NA,NA,Ivanof Bay,NA,NA,NA,NA,NA,FALSE,7.2,NA,NA,NA,NA,NA
P104,NA,NA,AWWU Conduit,NA,NA,NA,215-1985,Railbelt_grid,FALSE,115,NA,3,NA,NA,NA
P152,NA,NA,GVEA Solar Farm,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,NA,NA,3,NA,NA,NA
P166,7467,332660,Chilkat Valley,AK-OP-041,18963,Inside Passage Electric,032-1998,UpperLynnCanal_grid,FALSE,NA,NA,3,NA,NA,NA
P167,NA,332700,Klukwan,AK-OP-041,NA,Inside Passage Electric,032-1998,UpperLynnCanal_grid,FALSE,NA,NA,3,NA,NA,NA
P168,NA,NA,10 Mile Creek,AK-OP-041,18963,Inside Passage Electric,032-1998,UpperLynnCanal_grid,FALSE,NA,NA,3,NA,NA,NA
P226,NA,NA,Dry Spruce Bay (Creek),AK-OP-150,NA,"PB Energy, Inc",NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P243,NA,NA,South Fork Hydro (Eagle River),AK-OP-152,NA,"South Fork Hydro, LLC",215-1985,Railbelt_grid,FALSE,NA,NA,3,NA,NA,NA
P245,NA,NA,Burnett River Hatchery,AK-OP-154,NA,SSRAA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P274,NA,NA,Jetty Lake (West Side Hydro),NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P275,NA,NA,Marathon Hydro,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P276,NA,NA,McRoberts Creek,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P277,NA,NA,Tin City,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
P278,7466,331155,Klawock,AK-OP-041,18963,"Inside Passage Elec Coop, Inc",023-2015,Prince of Wales Is._grid,NA,NA,NA,3,55.5530597325654,-133.085426610618,NA
P279,55982,NA,Chena 6,AK-OP-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,NA,NA,NA,3,NA,NA,NA
P281,54222,NA,Alyeska Seafoods,AK-OP-161,431,Alyeska Seafoods Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P282,54888,NA,American President Lines Ltd,AK-OP-162,14313,Ounalshka Corp,NA,NA,NA,NA,NA,3,NA,NA,NA
P283,54883,NA,Bering Star,AK-OP-163,9183,Icicle Seafoods Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P284,54151,NA,Central Production Facility 1,AK-OP-164,14956,Phillips Alaska Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P285,54152,NA,Central Production Facility 2,AK-OP-164,14956,Phillips Alaska Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P286,54153,NA,Central Production Facility 3,AK-OP-164,14956,Phillips Alaska Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P287,50415,NA,King Cove,AK-OP-165,14852,Peter Pan Seafoods,131-0000,King Cove_grid,NA,NA,NA,3,NA,NA,NA
P288,54155,NA,Lisburne Production Center,AK-OP-166,1388,BP Exploration Alaska,NA,NA,NA,NA,NA,3,NA,NA,NA
P289,54871,NA,Offshore Systems,AK-OP-168,13972,Offshore Systems Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P290,54154,NA,Seawater Treatment Plant,AK-OP-169,14811,Conoco Phillips Alaska Inc,NA,NA,NA,NA,NA,3,NA,NA,NA
P293,59037,NA,Hiilangaay Hydro,AK-OP-159,60222,"Haida Energy, Inc.",023-2015,Prince of Wales Is._grid,FALSE,NA,NA,3,NA,NA,NA
P296,NA,NA,Ram Valley Hydro,AK-OP-177,NA,"Ram Valley, LLC",215-1985,Railbelt_grid,FALSE,NA,NA,3,NA,NA,NA
